year,month,date,weekday,hour,minute,gym,swim
2018,12,9,7,2,11,10,0
2018,12,9,7,2,12,10,0
2018,12,9,7,2,13,10,0
2018,12,9,7,2,14,10,0
2018,12,9,7,2,15,0,0
2018,12,9,7,2,16,0,0
2018,12,9,7,2,17,0,0
2018,12,9,7,2,18,0,0
2018,12,9,7,2,19,0,0
2018,12,9,7,2,20,0,0
2018,12,9,7,2,21,0,0
2018,12,9,7,2,22,0,0
2018,12,9,7,2,23,0,0
2018,12,9,7,2,24,0,0
2018,12,9,7,2,25,0,0
2018,12,9,7,2,26,0,0
2018,12,9,7,2,27,0,0
2018,12,9,7,2,28,0,0
2018,12,9,7,2,29,0,0
2018,12,9,7,2,30,0,0
2018,12,9,7,2,31,0,0
2018,12,9,7,2,32,0,0
2018,12,9,7,2,33,0,0
2018,12,9,7,2,34,0,0
2018,12,9,7,2,35,0,0
2018,12,9,7,2,36,0,0
2018,12,9,7,2,37,0,0
2018,12,9,7,2,38,0,0
2018,12,9,7,2,40,0,0
2018,12,9,7,2,41,0,0
2018,12,9,7,2,42,0,0
2018,12,9,7,2,43,0,0
2018,12,9,7,2,44,0,0
2018,12,9,7,2,45,0,0
2018,12,9,7,2,46,0,0
2018,12,9,7,2,47,0,0
2018,12,9,7,2,48,0,0
2018,12,9,7,2,49,0,0
2018,12,9,7,2,50,0,0
2018,12,9,7,2,51,0,0
2018,12,9,7,2,52,0,0
2018,12,9,7,2,53,0,0
2018,12,9,7,2,54,0,0
2018,12,9,7,2,55,0,0
2018,12,9,7,2,56,0,0
2018,12,9,7,2,57,0,0
2018,12,9,7,2,58,0,0
2018,12,9,7,2,59,0,0
2018,12,9,7,6,3,2,10
2018,12,9,7,6,4,3,11
2018,12,9,7,6,5,3,13
2018,12,9,7,6,6,4,14
2018,12,9,7,6,7,4,15
2018,12,9,7,6,8,4,15
2018,12,9,7,6,9,5,15
2018,12,9,7,6,10,5,16
2018,12,9,7,6,11,5,17
2018,12,9,7,6,12,5,17
2018,12,9,7,6,13,5,18
2018,12,9,7,6,13,6,18
2018,12,9,7,6,14,6,18
2018,12,9,7,6,15,7,18
2018,12,9,7,6,16,7,18
2018,12,9,7,6,17,7,18
2018,12,9,7,6,18,7,18
2018,12,9,7,6,19,7,18
2018,12,9,7,6,20,7,19
2018,12,9,7,6,21,7,20
2018,12,9,7,6,22,7,20
2018,12,9,7,6,23,7,21
2018,12,9,7,6,24,7,21
2018,12,9,7,6,25,7,21
2018,12,9,7,6,27,7,21
2018,12,9,7,6,28,7,21
2018,12,9,7,6,29,7,22
2018,12,9,7,6,30,7,22
2018,12,9,7,6,31,7,22
2018,12,9,7,6,32,7,22
2018,12,9,7,6,33,7,22
2018,12,9,7,6,34,7,24
2018,12,9,7,6,35,7,24
2018,12,9,7,6,36,7,24
2018,12,9,7,6,37,7,25
2018,12,9,7,6,38,7,26
2018,12,9,7,6,39,7,27
2018,12,9,7,6,40,7,27
2018,12,9,7,6,41,7,27
2018,12,9,7,6,42,7,27
2018,12,9,7,6,43,7,28
2018,12,9,7,6,44,8,28
2018,12,9,7,6,45,9,29
2018,12,9,7,6,46,9,29
2018,12,9,7,6,47,9,30
2018,12,9,7,6,48,9,30
2018,12,9,7,6,49,9,31
2018,12,9,7,6,50,9,32
2018,12,9,7,6,51,10,32
2018,12,9,7,6,52,11,32
2018,12,9,7,6,53,11,32
2018,12,9,7,6,54,11,32
2018,12,9,7,6,55,11,33
2018,12,9,7,6,56,11,33
2018,12,9,7,6,57,11,33
2018,12,9,7,6,58,11,34
2018,12,9,7,6,59,10,34
2018,12,9,7,7,0,10,34
2018,12,9,7,7,1,11,34
2018,12,9,7,7,2,11,31
2018,12,9,7,7,3,11,32
2018,12,9,7,7,4,11,32
2018,12,9,7,7,5,11,32
2018,12,9,7,7,6,11,34
2018,12,9,7,7,7,11,35
2018,12,9,7,7,8,11,35
2018,12,9,7,7,9,11,35
2018,12,9,7,7,10,11,35
2018,12,9,7,7,11,13,33
2018,12,9,7,7,12,13,32
2018,12,9,7,7,13,13,32
2018,12,9,7,7,14,13,32
2018,12,9,7,7,15,13,32
2018,12,9,7,7,16,12,32
2018,12,9,7,7,17,13,33
2018,12,9,7,7,18,13,33
2018,12,9,7,7,19,13,34
2018,12,9,7,7,20,13,34
2018,12,9,7,7,21,14,34
2018,12,9,7,7,23,14,34
2018,12,9,7,7,24,14,33
2018,12,9,7,7,25,15,33
2018,12,9,7,7,26,15,32
2018,12,9,7,7,27,15,32
2018,12,9,7,7,28,15,32
2018,12,9,7,7,29,16,34
2018,12,9,7,7,30,16,35
2018,12,9,7,7,31,17,35
2018,12,9,7,7,32,17,36
2018,12,9,7,7,33,18,36
2018,12,9,7,7,34,19,36
2018,12,9,7,7,35,20,37
2018,12,9,7,7,36,20,37
2018,12,9,7,7,37,19,36
2018,12,9,7,7,38,19,36
2018,12,9,7,7,39,20,37
2018,12,9,7,7,40,21,40
2018,12,9,7,7,41,20,39
2018,12,9,7,7,42,20,39
2018,12,9,7,7,43,21,39
2018,12,9,7,7,44,20,38
2018,12,9,7,7,45,22,37
2018,12,9,7,7,46,22,37
2018,12,9,7,7,47,22,37
2018,12,9,7,7,48,22,35
2018,12,9,7,7,49,22,35
2018,12,9,7,7,50,22,35
2018,12,9,7,7,51,22,35
2018,12,9,7,7,52,22,35
2018,12,9,7,7,53,24,36
2018,12,9,7,7,54,24,34
2018,12,9,7,7,55,24,33
2018,12,9,7,7,56,26,33
2018,12,9,7,7,57,27,32
2018,12,9,7,7,58,26,32
2018,12,9,7,7,59,27,32
2018,12,9,7,8,0,27,48
2018,12,9,7,8,1,28,72
2018,12,9,7,8,2,28,79
2018,12,9,7,8,3,28,83
2018,12,9,7,8,4,27,88
2018,12,9,7,8,5,27,89
2018,12,9,7,8,6,27,92
2018,12,9,7,8,7,28,95
2018,12,9,7,8,8,26,97
2018,12,9,7,8,9,27,98
2018,12,9,7,8,10,27,99
2018,12,9,7,8,11,27,101
2018,12,9,7,8,12,27,101
2018,12,9,7,8,13,28,101
2018,12,9,7,8,14,29,101
2018,12,9,7,8,15,30,103
2018,12,9,7,8,16,30,104
2018,12,9,7,8,17,30,105
2018,12,9,7,8,18,29,107
2018,12,9,7,8,19,27,107
2018,12,9,7,8,20,27,107
2018,12,9,7,8,21,28,108
2018,12,9,7,8,22,28,109
2018,12,9,7,8,24,29,111
2018,12,9,7,8,25,28,112
2018,12,9,7,8,26,29,112
2018,12,9,7,8,27,28,112
2018,12,9,7,8,28,29,113
2018,12,9,7,8,29,29,114
2018,12,9,7,8,30,29,119
2018,12,9,7,8,31,32,120
2018,12,9,7,8,32,32,121
2018,12,9,7,8,33,32,121
2018,12,9,7,8,34,32,120
2018,12,9,7,8,35,34,119
2018,12,9,7,8,36,35,119
2018,12,9,7,8,37,33,119
2018,12,9,7,8,38,33,119
2018,12,9,7,8,39,33,118
2018,12,9,7,8,40,33,117
2018,12,9,7,8,41,34,119
2018,12,9,7,8,42,34,119
2018,12,9,7,8,43,34,118
2018,12,9,7,8,44,35,116
2018,12,9,7,8,45,35,117
2018,12,9,7,8,46,36,115
2018,12,9,7,8,47,36,115
2018,12,9,7,8,48,36,116
2018,12,9,7,8,49,36,117
2018,12,9,7,8,50,37,116
2018,12,9,7,8,51,37,113
2018,12,9,7,8,52,37,114
2018,12,9,7,8,53,36,114
2018,12,9,7,8,54,38,115
2018,12,9,7,8,55,38,118
2018,12,9,7,8,56,38,118
2018,12,9,7,8,57,36,119
2018,12,9,7,8,58,37,118
2018,12,9,7,8,59,39,120
2018,12,9,7,9,0,40,120
2018,12,9,7,9,1,40,120
2018,12,9,7,9,2,40,120
2018,12,9,7,9,3,39,122
2018,12,9,7,9,4,39,123
2018,12,9,7,9,5,40,122
2018,12,9,7,9,6,42,121
2018,12,9,7,9,7,45,120
2018,12,9,7,9,8,46,121
2018,12,9,7,9,9,47,120
2018,12,9,7,9,10,47,120
2018,12,9,7,9,11,47,118
2018,12,9,7,9,12,45,118
2018,12,9,7,9,13,43,117
2018,12,9,7,9,14,43,115
2018,12,9,7,9,15,45,113
2018,12,9,7,9,16,45,111
2018,12,9,7,9,17,46,111
2018,12,9,7,9,18,47,108
2018,12,9,7,9,19,48,108
2018,12,9,7,9,20,49,105
2018,12,9,7,9,22,49,105
2018,12,9,7,9,23,49,105
2018,12,9,7,9,24,48,102
2018,12,9,7,9,25,50,99
2018,12,9,7,9,26,51,99
2018,12,9,7,9,27,51,99
2018,12,9,7,9,28,52,97
2018,12,9,7,9,29,52,94
2018,12,9,7,9,30,53,94
2018,12,9,7,9,31,52,93
2018,12,9,7,9,32,53,91
2018,12,9,7,9,33,52,93
2018,12,9,7,9,34,53,90
2018,12,9,7,9,35,54,90
2018,12,9,7,9,36,54,92
2018,12,9,7,9,37,55,92
2018,12,9,7,9,38,56,93
2018,12,9,7,9,39,58,93
2018,12,9,7,9,40,60,92
2018,12,9,7,9,41,60,93
2018,12,9,7,9,42,60,91
2018,12,9,7,9,43,59,90
2018,12,9,7,9,44,59,89
2018,12,9,7,9,45,57,84
2018,12,9,7,9,46,57,83
2018,12,9,7,9,47,58,81
2018,12,9,7,9,48,59,81
2018,12,9,7,9,49,59,77
2018,12,9,7,9,50,59,76
2018,12,9,7,9,51,58,74
2018,12,9,7,9,52,55,74
2018,12,9,7,9,53,56,71
2018,12,9,7,9,54,54,68
2018,12,9,7,9,55,52,68
2018,12,9,7,9,56,49,65
2018,12,9,7,9,57,47,63
2018,12,9,7,9,58,47,59
2018,12,9,7,9,59,47,55
2018,12,9,7,10,0,48,54
2018,12,9,7,10,1,50,54
2018,12,9,7,10,2,52,54
2018,12,9,7,10,3,55,50
2018,12,9,7,10,4,55,54
2018,12,9,7,10,5,54,55
2018,12,9,7,10,6,55,51
2018,12,9,7,10,7,55,50
2018,12,9,7,10,8,54,49
2018,12,9,7,10,9,53,49
2018,12,9,7,10,10,53,45
2018,12,9,7,10,11,53,43
2018,12,9,7,10,12,52,41
2018,12,9,7,10,13,52,40
2018,12,9,7,10,14,51,39
2018,12,9,7,10,15,52,38
2018,12,9,7,10,16,52,37
2018,12,9,7,10,17,52,35
2018,12,9,7,10,19,52,36
2018,12,9,7,10,20,54,35
2018,12,9,7,10,21,54,33
2018,12,9,7,10,22,52,33
2018,12,9,7,10,23,52,33
2018,12,9,7,10,24,52,33
2018,12,9,7,10,25,52,32
2018,12,9,7,10,26,53,32
2018,12,9,7,10,27,53,29
2018,12,9,7,10,28,51,29
2018,12,9,7,10,29,51,29
2018,12,9,7,10,30,51,29
2018,12,9,7,10,31,52,37
2018,12,9,7,10,32,52,39
2018,12,9,7,10,33,51,39
2018,12,9,7,10,34,51,40
2018,12,9,7,10,35,52,44
2018,12,9,7,10,36,51,48
2018,12,9,7,10,37,49,48
2018,12,9,7,10,38,49,51
2018,12,9,7,10,39,51,52
2018,12,9,7,10,40,50,55
2018,12,9,7,10,41,51,56
2018,12,9,7,10,42,52,56
2018,12,9,7,10,43,51,57
2018,12,9,7,10,44,52,57
2018,12,9,7,10,45,54,57
2018,12,9,7,10,46,53,57
2018,12,9,7,10,47,60,57
2018,12,9,7,10,48,59,57
2018,12,9,7,10,49,60,57
2018,12,9,7,10,50,61,65
2018,12,9,7,10,51,60,67
2018,12,9,7,10,52,60,71
2018,12,9,7,10,53,60,74
2018,12,9,7,10,54,58,77
2018,12,9,7,10,55,57,84
2018,12,9,7,10,56,55,85
2018,12,9,7,10,57,52,85
2018,12,9,7,10,58,52,86
2018,12,9,7,10,59,51,86
2018,12,9,7,11,0,51,89
2018,12,9,7,11,1,53,91
2018,12,9,7,11,2,53,93
2018,12,9,7,11,3,54,93
2018,12,9,7,11,4,56,94
2018,12,9,7,11,5,56,94
2018,12,9,7,11,6,51,95
2018,12,9,7,11,7,51,95
2018,12,9,7,11,8,50,95
2018,12,9,7,11,9,51,98
2018,12,9,7,11,10,51,99
2018,12,9,7,11,11,48,101
2018,12,9,7,11,12,47,101
2018,12,9,7,11,13,47,102
2018,12,9,7,11,14,48,104
2018,12,9,7,11,15,46,103
2018,12,9,7,11,17,44,103
2018,12,9,7,11,18,40,103
2018,12,9,7,11,19,42,99
2018,12,9,7,11,20,39,96
2018,12,9,7,11,21,39,96
2018,12,9,7,11,22,41,95
2018,12,9,7,11,23,40,95
2018,12,9,7,11,24,40,95
2018,12,9,7,11,25,40,92
2018,12,9,7,11,26,40,91
2018,12,9,7,11,27,40,91
2018,12,9,7,11,28,40,90
2018,12,9,7,11,29,39,89
2018,12,9,7,11,30,40,89
2018,12,9,7,11,31,37,89
2018,12,9,7,11,32,37,89
2018,12,9,7,11,33,37,89
2018,12,9,7,11,34,37,89
2018,12,9,7,11,35,40,88
2018,12,9,7,11,36,40,88
2018,12,9,7,11,37,37,87
2018,12,9,7,11,38,37,87
2018,12,9,7,11,39,36,87
2018,12,9,7,11,40,37,84
2018,12,9,7,11,41,39,84
2018,12,9,7,11,42,38,85
2018,12,9,7,11,43,38,87
2018,12,9,7,11,44,37,86
2018,12,9,7,11,45,37,86
2018,12,9,7,11,46,37,87
2018,12,9,7,11,47,36,88
2018,12,9,7,11,48,35,88
2018,12,9,7,11,49,35,88
2018,12,9,7,11,50,33,88
2018,12,9,7,11,51,32,87
2018,12,9,7,11,52,30,87
2018,12,9,7,11,53,31,90
2018,12,9,7,11,54,31,94
2018,12,9,7,11,55,34,92
2018,12,9,7,11,56,34,92
2018,12,9,7,11,57,34,90
2018,12,9,7,11,58,34,90
2018,12,9,7,11,59,34,90
2018,12,9,7,12,0,34,90
2018,12,9,7,12,1,34,87
2018,12,9,7,12,2,34,87
2018,12,9,7,12,3,34,87
2018,12,9,7,12,4,35,86
2018,12,9,7,12,5,32,88
2018,12,9,7,12,6,33,89
2018,12,9,7,12,7,34,88
2018,12,9,7,12,8,34,88
2018,12,9,7,12,9,29,89
2018,12,9,7,12,10,29,89
2018,12,9,7,12,11,29,89
2018,12,9,7,12,12,29,89
2018,12,9,7,12,13,31,90
2018,12,9,7,12,14,31,89
2018,12,9,7,12,16,32,90
2018,12,9,7,12,17,31,89
2018,12,9,7,12,18,31,87
2018,12,9,7,12,19,31,87
2018,12,9,7,12,20,31,86
2018,12,9,7,12,21,32,84
2018,12,9,7,12,22,33,82
2018,12,9,7,12,23,33,81
2018,12,9,7,12,24,31,81
2018,12,9,7,12,25,32,78
2018,12,9,7,12,26,32,78
2018,12,9,7,12,27,33,78
2018,12,9,7,12,28,33,77
2018,12,9,7,12,29,33,74
2018,12,9,7,12,30,32,73
2018,12,9,7,12,31,31,73
2018,12,9,7,12,32,32,72
2018,12,9,7,12,33,33,71
2018,12,9,7,12,34,33,70
2018,12,9,7,12,35,32,69
2018,12,9,7,12,36,32,69
2018,12,9,7,12,37,32,69
2018,12,9,7,12,38,31,69
2018,12,9,7,12,39,30,69
2018,12,9,7,12,40,34,69
2018,12,9,7,12,41,34,68
2018,12,9,7,12,42,35,68
2018,12,9,7,12,43,35,68
2018,12,9,7,12,44,35,68
2018,12,9,7,12,45,35,66
2018,12,9,7,12,46,35,65
2018,12,9,7,12,47,35,65
2018,12,9,7,12,48,35,63
2018,12,9,7,12,49,35,63
2018,12,9,7,12,50,35,58
2018,12,9,7,12,51,34,62
2018,12,9,7,12,52,33,61
2018,12,9,7,12,53,31,61
2018,12,9,7,12,54,30,61
2018,12,9,7,12,55,30,54
2018,12,9,7,12,56,31,54
2018,12,9,7,12,57,32,53
2018,12,9,7,12,58,33,53
2018,12,9,7,12,59,32,52
2018,12,9,7,13,0,31,51
2018,12,9,7,13,1,31,52
2018,12,9,7,13,2,29,52
2018,12,9,7,13,3,29,52
2018,12,9,7,13,4,30,51
2018,12,9,7,13,5,32,53
2018,12,9,7,13,6,32,53
2018,12,9,7,13,7,31,53
2018,12,9,7,13,8,32,53
2018,12,9,7,13,9,31,51
2018,12,9,7,13,10,31,51
2018,12,9,7,13,11,32,52
2018,12,9,7,13,12,33,52
2018,12,9,7,13,14,34,52
2018,12,9,7,13,15,32,52
2018,12,9,7,13,16,34,52
2018,12,9,7,13,17,34,54
2018,12,9,7,13,18,34,52
2018,12,9,7,13,19,34,52
2018,12,9,7,13,20,34,52
2018,12,9,7,13,21,33,48
2018,12,9,7,13,22,33,46
2018,12,9,7,13,23,34,46
2018,12,9,7,13,24,34,46
2018,12,9,7,13,25,34,46
2018,12,9,7,13,26,36,44
2018,12,9,7,13,27,38,44
2018,12,9,7,13,28,39,44
2018,12,9,7,13,29,39,44
2018,12,9,7,13,30,40,44
2018,12,9,7,13,31,39,44
2018,12,9,7,13,32,39,44
2018,12,9,7,13,33,39,44
2018,12,9,7,13,34,42,45
2018,12,9,7,13,35,42,45
2018,12,9,7,13,36,39,45
2018,12,9,7,13,37,40,43
2018,12,9,7,13,38,39,44
2018,12,9,7,13,39,39,45
2018,12,9,7,13,40,38,45
2018,12,9,7,13,41,35,45
2018,12,9,7,13,42,37,44
2018,12,9,7,13,43,36,43
2018,12,9,7,13,44,37,43
2018,12,9,7,13,45,37,43
2018,12,9,7,13,46,35,43
2018,12,9,7,13,47,35,45
2018,12,9,7,13,48,35,45
2018,12,9,7,13,49,37,46
2018,12,9,7,13,50,38,46
2018,12,9,7,13,51,38,46
2018,12,9,7,13,52,40,45
2018,12,9,7,13,53,40,43
2018,12,9,7,13,54,40,43
2018,12,9,7,13,55,45,43
2018,12,9,7,13,56,45,43
2018,12,9,7,13,57,46,43
2018,12,9,7,13,58,45,43
2018,12,9,7,13,59,45,43
2018,12,9,7,14,0,45,43
2018,12,9,7,14,1,45,43
2018,12,9,7,14,2,47,43
2018,12,9,7,14,3,48,43
2018,12,9,7,14,4,48,43
2018,12,9,7,14,5,48,43
2018,12,9,7,14,6,47,42
2018,12,9,7,14,7,47,39
2018,12,9,7,14,8,48,38
2018,12,9,7,14,9,48,38
2018,12,9,7,14,10,48,38
2018,12,9,7,14,12,49,38
2018,12,9,7,14,13,48,38
2018,12,9,7,14,14,48,42
2018,12,9,7,14,15,48,40
2018,12,9,7,14,16,48,39
2018,12,9,7,14,17,50,39
2018,12,9,7,14,18,49,38
2018,12,9,7,14,19,48,40
2018,12,9,7,14,20,48,40
2018,12,9,7,14,21,48,40
2018,12,9,7,14,22,48,38
2018,12,9,7,14,23,48,38
2018,12,9,7,14,24,48,38
2018,12,9,7,14,25,46,41
2018,12,9,7,14,26,47,40
2018,12,9,7,14,27,48,40
2018,12,9,7,14,28,42,40
2018,12,9,7,14,29,41,40
2018,12,9,7,14,30,43,40
2018,12,9,7,14,31,46,40
2018,12,9,7,14,32,44,41
2018,12,9,7,14,33,43,41
2018,12,9,7,14,34,43,41
2018,12,9,7,14,35,45,41
2018,12,9,7,14,36,43,41
2018,12,9,7,14,37,43,44
2018,12,9,7,14,38,44,43
2018,12,9,7,14,39,44,43
2018,12,9,7,14,40,46,44
2018,12,9,7,14,41,46,44
2018,12,9,7,14,42,46,45
2018,12,9,7,14,43,46,45
2018,12,9,7,14,44,45,44
2018,12,9,7,14,45,45,44
2018,12,9,7,14,46,49,45
2018,12,9,7,14,47,49,43
2018,12,9,7,14,48,49,43
2018,12,9,7,14,49,49,43
2018,12,9,7,14,50,50,43
2018,12,9,7,14,51,55,45
